move_id,name_es,name_en,type,category,power,accuracy,pp,priority,ailment,ailment_chance,created_at,description_es
519,Voto Fuego,fire-pledge,fire,special,80,100,10,0,,0,2026-03-08 04:32:03.052299+00,"Ataca con columnas de fuego. Combinado con Voto Planta, crea un mar de llamas y aumenta su potencia."
520,Voto Planta,grass-pledge,grass,special,80,100,10,0,,0,2026-03-08 04:32:03.023325+00,"Ataca con columnas de hojas. Combinado con Voto Agua, crea un pantano y aumenta su potencia."
521,Voltiocambio,volt-switch,electric,special,70,100,20,0,,0,2026-03-06 13:47:35.747769+00,"Tras atacar, vuelve a toda prisa para dar paso a otro Pokémon del equipo."
522,Estoicismo,struggle-bug,bug,special,50,100,20,0,,0,2026-03-06 13:31:47.202215+00,El usuario opone resistencia y ataca a los oponentes. También reduce su Ataque Especial.
523,Terratemblor,bulldoze,ground,physical,60,100,20,0,,0,2026-03-06 13:25:33.991783+00,Sacudida sísmica que afecta a los demás Pokémon adyacentes y también reduce su Velocidad.
524,Vaho Gélido,frost-breath,ice,special,60,90,10,0,,100,2026-03-07 22:10:11.716641+00,Quien lo usa ataca lanzando un aliento gélido. Siempre resulta en un golpe crítico.
525,Cola Dragón,dragon-tail,dragon,physical,60,90,10,-6,,0,2026-03-06 13:28:56.354633+00,"Ataca al objetivo y lo obliga a cambiarse por otro Pokémon. Si es uno salvaje, acaba el combate."
526,Avivar,work-up,normal,status,,,30,0,,0,2026-03-06 13:28:48.677795+00,Quien lo usa se concentra y potencia su Ataque y su Ataque Especial.
527,Electrotela,Electroweb,electric,special,55,95,15,0,,0,2026-03-06 14:20:21.057385+00,Atrapa y ataca a los objetivos con una telaraña eléctrica. También reduce su Velocidad.
528,Voltio Cruel,wild-charge,electric,physical,90,100,15,0,,0,2026-03-06 13:23:55.958587+00,Carga eléctrica muy potente que también hiere ligeramente a quien la usa.
529,Taladradora,drill-run,ground,physical,80,95,10,0,,0,2026-03-06 13:27:09.07422+00,El usuario golpea usando su cuerpo como un taladro. Suele ser crítico.
530,Golpe Bis,dual-chop,dragon,physical,40,90,15,0,,0,2026-03-06 13:25:18.597944+00,Golpea dos veces seguidas con las partes más recias de su cuerpo.
531,Arrumaco,heart-stamp,psychic,physical,60,100,25,0,,0,2026-03-06 13:28:28.223161+00,Grácil gesto que asesta un golpe tremendo al objetivo y puede hacerlo retroceder.
532,Asta Drenaje,horn-leech,grass,physical,75,100,10,0,,0,2026-03-06 14:00:48.540111+00,Un golpe que drena energía. El Pokémon recupera la mitad de los PS arrebatados al objetivo.
533,Espada Santa,Sacred Sword,fighting,physical,90,100,15,0,,0,2026-03-06 14:01:26.957219+00,Ataque que ignora los cambios en las estadísticas del rival.
534,Concha Filo,razor-shell,water,physical,75,95,10,0,,0,2026-03-06 13:44:06.488796+00,Una afilada vieira ataca al objetivo. También puede hacer disminuir su Defensa.
535,Golpe Calor,heat-crash,fire,physical,,100,10,0,,0,2026-03-06 13:53:59.554036+00,"El usuario ataca con su cuerpo ardiente. Cuanto mayor sea su peso comparado con el del objetivo, más daño causará."
536,Ciclón de Hojas,leaf-tornado,grass,special,65,90,10,0,,0,2026-03-06 13:38:34.211596+00,Tritura con afiladas hojas y puede bajar la Precisión del objetivo.
537,Rodillo de Púas,steamroller,bug,physical,65,100,20,0,,0,2026-03-06 13:25:46.763836+00,El usuario se hace una bola y arrolla al objetivo con su cuerpo. Puede hacerlo retroceder.
538,Rizo Algodón,cotton-guard,grass,status,,,10,0,,0,2026-03-06 13:32:34.007649+00,Cubre al Pokémon con una madeja protectora. Aumenta muchísimo la Defensa.
539,Pulso Noche,night-daze,dark,special,85,95,10,0,,0,2026-03-06 13:59:30.393564+00,Ataca al objetivo con una onda siniestra. Puede bajar su Precisión.
540,Onda Mental,psystrike,psychic,special,100,100,10,0,,0,2026-03-06 13:30:27.747913+00,Crea una onda psíquica que causa daño físico al objetivo.
541,Plumerazo,tail-slap,normal,physical,25,85,10,0,,0,2026-03-06 13:59:41.693953+00,Golpea con la cola u otras partes de su cuerpo de dos a cinco veces seguidas.
542,Vendaval,hurricane,flying,special,110,70,10,0,,30,2026-03-06 13:28:53.756757+00,Golpea al objetivo con un fuerte torbellino que envuelve al rival y puede confundirlo.
543,Ariete,head-charge,normal,physical,120,100,15,0,,0,2026-03-07 22:31:18.549192+00,Propina un tremendo cabezazo. También daña al usuario un poco.
544,Rueda Doble,gear-grind,steel,physical,50,85,15,0,,0,2026-03-07 22:29:06.56911+00,Rota dos engranajes de hierro sobre el objetivo. Golpea dos veces.
545,Bomba Ígnea,searing-shot,fire,special,100,100,5,0,BRN,30,2026-03-07 22:21:11.336264+00,Un infierno de llamas daña a los Pokémon adyacentes en combate. Puede quemar.
546,Tecno Shock,techno-blast,normal,special,120,100,5,0,,0,2026-03-07 22:33:12.017166+00,Ataca al objetivo con un gran láser. El tipo del ataque lo determina el cartucho que porta el usuario.
547,Canto Arcaico,relic-song,normal,special,75,100,10,0,SLP,10,2026-03-07 22:33:07.403881+00,Ataca conmoviendo a los rivales de alrededor con un antiguo canto. Puede dormirlos.
548,Sable Místico,secret-sword,fighting,special,85,100,10,0,,0,2026-03-07 22:33:04.566518+00,"Ensarta al objetivo con un sable, hiriéndolo con su místico poder. Produce daño físico."
549,Mundo Gélido,glaciate,ice,special,65,95,10,0,,0,2026-03-06 14:02:08.298721+00,Ataque con aire helado que baja la Velocidad del objetivo.
550,Ataque Fulgor,bolt-strike,electric,physical,130,85,5,0,PAR,20,2026-03-06 14:01:58.175393+00,Ataca envolviéndose de una gran carga eléctrica y embistiendo al objetivo con ella. Puede paralizar.
551,Llama Azul,blue-flare,fire,special,130,85,5,0,BRN,20,2026-03-06 14:01:53.801865+00,Ataca con una bella pero potente llama azul que rodea al objetivo. Puede quemarlo.
552,Danza Llama,fiery-dance,fire,special,80,100,10,0,,0,2026-03-06 14:26:55.409797+00,Envuelve en llamas y daña al objetivo. Puede aumentar el Ataque Especial de quien lo usa.
553,Rayo Gélido,freeze-shock,ice,physical,140,90,5,0,PAR,30,2026-03-08 04:32:08.153973+00,El usuario carga un bloque de hielo con electricidad en el primer turno y ataca con él en el segundo. Puede paralizar.
554,Llama Gélida,ice-burn,ice,special,140,90,5,0,BRN,30,2026-03-08 04:32:08.149442+00,Ataca al objetivo en el segundo turno rodeándolo de un aire gélido. Puede causar quemaduras.
555,Alarido,snarl,dark,special,55,95,15,0,,0,2026-03-06 13:37:40.09895+00,Ataca con un chillido desagradable que baja el Ataque Especial del rival.
556,Chuzos,icicle-crash,ice,physical,85,90,10,0,,0,2026-03-06 13:36:00.172946+00,Lanza grandes carámbanos. Puede hacer retroceder al objetivo.
557,V de Fuego,v-create,fire,physical,180,95,5,0,,0,2026-03-07 22:21:14.332006+00,"Golpea con una V de llamas al objetivo. Baja la Defensa, la Defensa Especial y la Velocidad de quien lo usa."
558,Llama Fusión,fusion-flare,fire,special,100,100,5,0,,0,2026-03-06 14:01:55.477874+00,Ataca con una llamarada gigantesca. Aumenta su potencia si es influenciada por una gran energía eléctrica.
559,Rayo Fusión,fusion-bolt,electric,physical,100,100,5,0,,0,2026-03-06 14:01:59.857597+00,Ataca con una enorme descarga eléctrica. Aumenta su potencia si es influenciada por una gigantesca llamarada.
560,Plancha Voladora,flying-press,fighting,physical,100,95,10,0,,0,2026-03-06 14:06:09.083081+00,El Pokémon que lo usa se lanza sobre su oponente. Este movimiento es de tipo Lucha y tipo Volador al mismo tiempo.
561,Escudo Tatami,mat-block,fighting,status,,,10,0,,0,2026-03-06 13:56:50.508005+00,El usuario usa un tatami para escudarse de los movimientos enemigos. Protege también a los aliados. No funciona contra ataques de estado.
562,Eructo,belch,poison,special,120,90,10,0,,0,2026-03-06 13:26:58.986792+00,El Pokémon causa daño a su oponente lanzándole un eructo. Para poder utilizar este movimiento tiene que llevar una baya y comérsela.
563,Fertilizante,rototiller,ground,status,,,10,0,,0,2026-03-06 13:54:34.15624+00,Labra la tierra haciendo que sea más fácil cultivarla y consigue que aumente el Ataque y el Ataque Especial de los Pokémon de tipo Planta.
564,Red Viscosa,sticky-web,bug,status,,,20,0,,0,2026-03-06 13:31:54.220654+00,"Coloca una red pegajosa alrededor del equipo rival, haciendo que baje la Velocidad de cualquier Pokémon adversario que entre al combate."
565,Aguijón Letal,fell-stinger,bug,physical,50,100,25,0,,0,2026-03-06 13:35:07.094933+00,"Al derrotar al objetivo utilizando este movimiento, aumenta mucho el Ataque del usuario."
566,Golpe Fantasma,phantom-force,ghost,physical,90,100,10,0,,0,2026-03-06 13:39:52.555747+00,El usuario desaparece en el primer turno y ataca a su objetivo en el segundo. Permite acertar aunque el objetivo esté protegiéndose.
567,Halloween,trick-or-treat,ghost,status,,100,20,0,,0,2026-03-06 14:06:53.239291+00,"Invita al objetivo a celebrar Halloween, haciendo que pase a ser también de tipo Fantasma además de conservar sus propios tipos."
568,Rugido de Guerra,noble-roar,normal,status,,100,30,0,,0,2026-03-06 13:42:23.956303+00,"Intimida a su oponente con un rugido de guerra, haciendo que disminuyan tanto su Ataque como su Ataque Especial."
569,Cortina Plasma,ion-deluge,electric,status,,,25,1,,0,2026-03-06 13:55:42.893437+00,El Pokémon disemina partículas con carga eléctrica que convierten los movimientos de tipo Normal en tipo Eléctrico.
570,Carga Parábola,parabolic-charge,electric,special,65,100,20,0,,0,2026-03-06 14:05:31.455948+00,Inflige daño a todos los Pokémon a su alrededor. El usuario absorbe la mitad del daño producido para restaurar sus propios PS.
571,Condena Silvana,forests-curse,grass,status,,100,20,0,,0,2026-03-06 14:06:41.091311+00,"El objetivo es presa de la maldición del bosque, por lo que pasa a ser un Pokémon de tipo Planta, además de conservar sus tipos habituales."
572,Tormenta Floral,petal-blizzard,grass,physical,90,100,15,0,,0,2026-03-06 13:23:18.886238+00,El usuario desata un intenso vendaval de pétalos que daña a los Pokémon a su alrededor.
573,Liofilización,freeze-dry,ice,special,70,100,20,0,FRZ,10,2026-03-06 13:30:11.198633+00,Enfría súbitamente al objetivo e incluso puede congelarlo. Es supereficaz contra Pokémon de tipo Agua.
574,Voz Cautivadora,disarming-voice,fairy,special,40,,15,0,,0,2026-03-06 13:32:13.849603+00,Obnubila a los oponentes con su fascinante voz y les provoca daños emocionales. Siempre acierta al objetivo.
575,Última Palabra,parting-shot,dark,status,,100,20,0,,0,2026-03-06 13:50:49.91058+00,"El usuario se cambia por otro Pokémon de su equipo, pero antes amedrenta a su oponente y hace que disminuyan su Ataque y Ataque Especial."
576,Reversión,topsy-turvy,dark,status,,,20,0,,0,2026-03-06 14:04:53.828398+00,Invierte por completo los cambios en las características del Pokémon objetivo.
577,Beso Drenaje,draining-kiss,fairy,special,50,100,10,0,,0,2026-03-06 13:27:24.849783+00,Absorbe PS del objetivo con un beso y restaura su propia energía en una cantidad igual o superior a la mitad del daño infligido.
578,Truco Defensa,crafty-shield,fairy,status,,,10,3,,0,2026-03-06 13:58:50.862656+00,"Usa unos misteriosos poderes para protegerse a sí mismo y a sus aliados de ataques de estado, pero no de otro tipo de ataques."
579,Defensa Floral,flower-shield,fairy,status,,,10,0,,0,2026-03-06 13:49:03.983116+00,Aumenta la Defensa de todos los Pokémon de tipo Planta que hay en el combate usando unos misteriosos poderes.
580,Campo de Hierba,grassy-terrain,grass,status,,,10,0,,0,2026-03-06 13:27:26.848605+00,Convierte el terreno de combate en un campo de hierba durante cinco turnos. Los Pokémon que estén en el suelo recuperan PS en cada turno.
581,Campo de Niebla,misty-terrain,fairy,status,,,10,0,,0,2026-03-06 13:56:17.286396+00,Cubre de niebla el terreno de combate durante cinco turnos. Los Pokémon que estén en el suelo no se ven afectados por cambios de estado.
582,Electrificación,electrify,electric,status,,,20,0,,0,2026-03-06 14:05:30.386156+00,"Si el Pokémon objetivo queda electrificado antes de usar un movimiento, este será de tipo Eléctrico."
583,Carantoña,play-rough,fairy,physical,90,90,10,0,,0,2026-03-06 13:24:12.113432+00,El Pokémon que lo usa le hace cucamonas al objetivo y lo ataca. Puede disminuir el Ataque del objetivo.
584,Viento Feérico,fairy-wind,fairy,special,40,100,30,0,,0,2026-03-06 13:32:14.563543+00,El Pokémon que lo usa desata un vendaval feérico que arremete contra el objetivo.
585,Fuerza Lunar,moonblast,fairy,special,95,100,15,0,,0,2026-03-06 13:31:35.517645+00,Invoca el poder de la luna para atacar al objetivo. Puede disminuir el Ataque Especial del objetivo.
586,Estruendo,boomburst,normal,special,140,100,10,0,,0,2026-03-06 13:40:05.304384+00,Ataca a todos los Pokémon a su alrededor con una potentísima onda sonora.
587,Cerrojo Feérico,fairy-lock,fairy,status,,,10,0,,0,2026-03-06 14:06:38.806947+00,Consigue que ningún Pokémon pueda huir en el siguiente turno echando un cerrojo.
588,Escudo Real,kings-shield,steel,status,,,10,4,,0,2026-03-06 14:04:30.253768+00,Asume una estrategia defensiva a la par que se protege de cualquier daño. Disminuye mucho el Ataque de cualquier Pokémon que lo toque.
589,Camaradería,play-nice,normal,status,,,20,0,,0,2026-03-06 13:24:00.518456+00,"Se hace amigo de su oponente y consigue que a este se le quiten las ganas de combatir. Además, reduce su Ataque."
590,Confidencia,confide,normal,status,,,20,0,,0,2026-03-06 14:17:54.882118+00,Hace que el objetivo pierda la concentración contándole un secreto. Disminuye el Ataque Especial del oponente.
591,Torm. Diamantes,diamond-storm,rock,physical,100,95,5,0,,0,2026-03-07 22:38:32.47864+00,Desata un devastador vendaval de diamantes para dañar a los oponentes. Puede aumentar la Defensa del usuario.
592,Chorro de Vapor,steam-eruption,water,special,110,95,5,0,BRN,30,2026-03-07 22:38:43.903228+00,Envuelve al Pokémon oponente con vapor extremadamente caliente que puede llegar a quemarlo.
593,Paso Dimensional,hyperspace-hole,psychic,special,80,,5,0,,0,2026-03-07 22:38:38.345347+00,El usuario aparece junto a su objetivo usando un agujero interdimensional y le asesta un golpe que no puede esquivarse con Protección ni Detección.
594,Shuriken de Agua,water-shuriken,water,special,15,100,20,1,,0,2026-03-06 14:02:46.747584+00,Golpea al oponente de 2 a 5 veces con estrellas arrojadizas hechas de mucosidad. El que lo usa siempre ataca primero.
595,Llama Embrujada,mystical-fire,fire,special,75,100,10,0,,0,2026-03-06 13:49:21.241106+00,Lanza por su boca una singular llama a gran temperatura con la que ataca a su oponente y baja su Ataque Especial.
596,Barrera Espinosa,spiky-shield,grass,status,,,10,4,,0,2026-03-06 13:43:18.393008+00,"Evita el ataque de su oponente y, al mismo tiempo, le inflige daño si ha entrado en contacto con él."
597,Niebla Aromática,aromatic-mist,fairy,status,,,20,0,,0,2026-03-06 14:04:42.66978+00,Consigue aumentar la Defensa Especial de un Pokémon de su equipo con una fragancia misteriosa.
598,Onda Anómala,eerie-impulse,electric,status,,100,15,0,,0,2026-03-06 14:05:36.906467+00,"Su cuerpo irradia unas raras ondas que, al alcanzar a un oponente, hacen que disminuya mucho su Ataque Especial."
599,Trampa Venenosa,venom-drench,poison,status,,100,20,0,,0,2026-03-06 13:42:05.29057+00,"Impregna a su objetivo con un líquido venenoso que disminuye el Ataque, el At. Esp. y la Velocidad. Solo afecta a Pokémon ya envenenados."
600,Polvo Explosivo,powder,bug,status,,100,20,1,,0,2026-03-06 14:03:22.76385+00,"Esparce un polvo sobre el Pokémon objetivo. Si este usa un movimiento de tipo Fuego en el mismo turno, el polvo explota y le inflige daño."
601,Geocontrol,geomancy,fairy,status,,,10,0,,0,2026-03-06 14:07:13.404824+00,"Concentra energía durante el primer turno, de forma que su Velocidad, Ataque Especial y Defensa Especial aumenten mucho en el segundo."
602,Aura Magnética,magnetic-flux,electric,status,,,20,0,,0,2026-03-06 13:30:16.905483+00,Manipula el campo magnético y logra aumentar la Defensa y la Def. Esp. de los Pokémon aliados que cuenten con las habilidades Más y Menos.
603,Paga Extra,happy-hour,normal,status,,,30,0,,0,2026-03-08 04:32:14.500345+00,Al usar este movimiento se consigue duplicar la recompensa recibida tras el combate.
604,Campo Eléctrico,electric-terrain,electric,status,,,10,0,,0,2026-03-06 13:41:23.297212+00,"Durante cinco turnos, crea un campo eléctrico en el terreno de combate que impide dormirse a los Pokémon que estén en contacto con el suelo."
605,Brillo Mágico,dazzling-gleam,fairy,special,80,100,10,0,,0,2026-03-06 13:28:11.962399+00,Inflige daño a los oponentes con una potente luz.
606,Celebración,celebrate,normal,status,,,40,0,,0,2026-03-08 04:32:14.487387+00,El Pokémon te felicita en un día muy especial para ti.
607,Manos Juntas,hold-hands,normal,status,,,40,0,,0,2026-03-08 04:32:14.504458+00,El Pokémon le da la mano a un aliado y ambos se sienten muy felices.
608,Ojitos Tiernos,baby-doll-eyes,fairy,status,,100,30,1,,0,2026-03-06 13:27:25.620677+00,"Lanza una mirada al Pokémon objetivo con ojos acaramelados, con lo que logra que su Ataque se reduzca. El que lo usa siempre ataca primero."
609,Moflete Estático,nuzzle,electric,physical,20,100,20,0,PAR,100,2026-03-06 13:23:58.102205+00,Quien lo usa frota sus mofletes cargados de electricidad contra el Pokémon objetivo y consigue paralizarlo.
610,Clemencia,hold-back,normal,physical,40,100,40,0,,0,2026-03-08 04:32:14.559418+00,El usuario se contiene a la hora de atacar y deja al Pokémon objetivo con al menos 1 PS.
611,Acoso,infestation,bug,special,20,100,20,0,,100,2026-03-06 13:31:57.532276+00,Hostiga al Pokémon objetivo durante cuatro o cinco turnos e impide que pueda huir mientras tanto.
612,Puño Incremento,power-up-punch,fighting,physical,40,100,20,0,,0,2026-03-06 13:46:30.872086+00,"Cada vez que golpea a un oponente se endurecen sus puños. Si acierta al objetivo, el Ataque del usuario aumenta."
613,Ala Mortífera,oblivion-wing,flying,special,80,100,10,0,,0,2026-03-06 14:07:18.604967+00,El usuario absorbe energía del Pokémon objetivo y aumenta sus PS en una cantidad igual o superior a la mitad del daño infligido.
614,Mil Flechas,thousand-arrows,ground,physical,90,100,10,0,,100,2026-03-06 14:07:25.667493+00,Acierta incluso a Pokémon que estén en el aire y los hace caer al suelo.
615,Mil Temblores,thousand-waves,ground,physical,90,100,10,0,,0,2026-03-06 14:07:25.965824+00,El usuario genera ondas sísmicas que se propagan por el suelo y sacuden a los oponentes. Los Pokémon alcanzados no podrán huir del combate.
616,Fuerza Telúrica,lands-wrath,ground,physical,90,100,10,0,,0,2026-03-06 14:07:23.934007+00,"Acumula energía de la corteza terrestre y la concentra contra los oponentes, dañándolos."
617,Luz Aniquiladora,light-of-ruin,fairy,special,140,90,5,0,,0,2026-03-08 04:32:15.869325+00,"El usuario emplea el poder de la Flor Eterna para lanzar un potente rayo de luz, pero sufre bastante daño al hacerlo."
618,Pulso Primigenio,origin-pulse,water,special,110,85,10,0,,0,2026-03-06 13:45:49.73929+00,Ataca al objetivo con una infinidad de rayos de luz azulada.
619,Filo del Abismo,precipice-blades,ground,physical,120,85,10,0,,0,2026-03-06 13:45:53.937271+00,Hace que el poder latente de la tierra se manifieste en forma de hojas afiladas y ataca al objetivo con ellas.
620,Ascenso Draco,dragon-ascent,flying,physical,120,100,5,0,,0,2026-03-06 13:46:00.287102+00,"El usuario se precipita desde el cielo a una velocidad de vértigo para atacar al objetivo, pero hace que bajen la Defensa y la Defensa Especial del usuario."
621,Cerco Dimensión,hyperspace-fury,dark,physical,100,,5,0,,0,2026-03-08 04:32:17.265091+00,Ataca al objetivo con una ráfaga de golpes que pasan por alto los efectos de movimientos como Protección o Detección. Hace que baje la Defensa del usuario.
622,Carrera Arrolladora,breakneck-blitz--physical,normal,physical,,,1,0,,0,2026-03-08 04:32:17.248104+00,El usuario emplea el Poder Z para coger carrerilla y arremeter contra el objetivo con gran fuerza. Su potencia depende de la del movimiento original.
623,Carrera Arrolladora,breakneck-blitz--special,normal,special,,,1,0,,0,2026-03-08 04:32:17.258644+00,Dummy data
624,Ráfaga Demoledora,all-out-pummeling--physical,fighting,physical,,,1,0,,0,2026-03-08 04:32:17.261638+00,Emplea el Poder Z para lanzar una sarta de golpes demoledores contra el objetivo. Su potencia depende de la del movimiento original.
625,Ráfaga Demoledora,all-out-pummeling--special,fighting,special,,,1,0,,0,2026-03-08 04:32:17.255364+00,Dummy data
626,Picado Supersónico,supersonic-skystrike--physical,flying,physical,,,1,0,,0,2026-03-08 04:32:17.235143+00,El usuario emplea el Poder Z para volar muy alto y abalanzarse en picado sobre el objetivo. Su potencia depende de la del movimiento original.
627,Picado Supersónico,supersonic-skystrike--special,flying,special,,,1,0,,0,2026-03-08 04:32:17.251319+00,Dummy data
628,Diluvio Corrosivo,acid-downpour--physical,poison,physical,,,1,0,,0,2026-03-08 04:32:17.257233+00,El usuario emplea el Poder Z para crear una ciénaga venenosa en la que sumerge al objetivo. Su potencia depende de la del movimiento original.
629,Diluvio Corrosivo,acid-downpour--special,poison,special,,,1,0,,0,2026-03-08 04:32:17.235039+00,Dummy data
630,Barrena Telúrica,tectonic-rage--physical,ground,physical,,,1,0,,0,2026-03-08 04:32:17.269835+00,Emplea el Poder Z para abrir una profunda grieta en el suelo que se traga al oponente. Su potencia depende de la del movimiento original.
631,Barrena Telúrica,tectonic-rage--special,ground,special,,,1,0,,0,2026-03-08 04:32:18.522771+00,Dummy data
632,Aplastamiento Gigalítico,continental-crush--physical,rock,physical,,,1,0,,0,2026-03-08 04:32:18.48327+00,El usuario emplea el Poder Z para crear una montaña rocosa con la que aplasta al objetivo. Su potencia depende de la del movimiento original.
633,Aplastamiento Gigalítico,continental-crush--special,rock,special,,,1,0,,0,2026-03-08 04:32:18.533475+00,Dummy data
634,Guadaña Sedosa,savage-spin-out--physical,bug,physical,,,1,0,,0,2026-03-08 04:32:18.519374+00,Emplea el Poder Z para encerrar a su oponente en un capullo contra el que arremete con fuerza. Su potencia depende de la del movimiento original.
635,Guadaña Sedosa,savage-spin-out--special,bug,special,,,1,0,,0,2026-03-08 04:32:18.549151+00,Dummy data
636,Presa Espectral,never-ending-nightmare--physical,ghost,physical,,,1,0,,0,2026-03-08 04:32:18.544315+00,El usuario emplea el Poder Z para invocar a unos espectros encolerizados que apresan al objetivo. Su potencia depende de la del movimiento original.
637,Presa Espectral,never-ending-nightmare--special,ghost,special,,,1,0,,0,2026-03-08 04:32:18.682228+00,Dummy data
638,Hélice Trepanadora,corkscrew-crash--physical,steel,physical,,,1,0,,0,2026-03-08 04:32:18.536394+00,El usuario emplea el Poder Z para girar a toda velocidad y perforar al objetivo. Su potencia depende de la del movimiento original.
639,Hélice Trepanadora,corkscrew-crash--special,steel,special,,,1,0,,0,2026-03-08 04:32:18.537749+00,Dummy data
640,Hecatombe Pírica,inferno-overdrive--physical,fire,physical,,,1,0,,0,2026-03-08 04:32:18.560747+00,El usuario emplea el Poder Z para lanzar una enorme llamarada con la que calcina a su objetivo. Su potencia depende de la del movimiento original.
641,Hecatombe Pírica,inferno-overdrive--special,fire,special,,,1,0,,0,2026-03-08 04:32:19.937125+00,Dummy data
642,Hidrovórtice Abisal,hydro-vortex--physical,water,physical,,,1,0,,0,2026-03-08 04:32:19.929104+00,El usuario emplea el Poder Z para crear un potente torbellino de agua que engulle al objetivo. Su potencia depende de la del movimiento original.
643,Hidrovórtice Abisal,hydro-vortex--special,water,special,,,1,0,,0,2026-03-08 04:32:19.939415+00,Dummy data
644,Megatón Floral,bloom-doom--physical,grass,physical,,,1,0,,0,2026-03-08 04:32:19.923023+00,Emplea el Poder Z para concentrar la energía de la vegetación que lo rodea y atacar al objetivo. Su potencia depende de la del movimiento original.
645,Megatón Floral,bloom-doom--special,grass,special,,,1,0,,0,2026-03-08 04:32:19.932363+00,Dummy data
646,Gigavoltio Destructor,gigavolt-havoc--physical,electric,physical,,,1,0,,0,2026-03-08 04:32:19.880013+00,El usuario emplea el Poder Z para generar una fuerte descarga eléctrica con la que electrocuta al objetivo. Su potencia depende de la del movimiento original.
647,Gigavoltio Destructor,gigavolt-havoc--special,electric,special,,,1,0,,0,2026-03-08 04:32:19.942926+00,Dummy data
648,Disruptor Psíquico,shattered-psyche--physical,psychic,physical,,,1,0,,0,2026-03-08 04:32:19.946551+00,"Emplea el Poder Z para manipular la mente del objetivo, infligiéndole un daño ingente. Su potencia depende de la del movimiento original."
649,Disruptor Psíquico,shattered-psyche--special,psychic,special,,,1,0,,0,2026-03-08 04:32:19.937452+00,Dummy data
650,Crioaliento Despiadado,subzero-slammer--physical,ice,physical,,,1,0,,0,2026-03-08 04:32:19.935349+00,Emplea el Poder Z para lanzar un rayo de hielo que baja la temperatura de golpe y congela al objetivo. Su potencia depende de la del movimiento original.
651,Crioaliento Despiadado,subzero-slammer--special,ice,special,,,1,0,,0,2026-03-08 04:32:21.199928+00,Dummy data
652,Dracoaliento Devastador,devastating-drake--physical,dragon,physical,,,1,0,,0,2026-03-08 04:32:21.22062+00,El usuario emplea el Poder Z para materializar su aura y golpear al objetivo. Su potencia depende de la del movimiento original.
653,Dracoaliento Devastador,devastating-drake--special,dragon,special,,,1,0,,0,2026-03-08 04:32:21.201574+00,Dummy data
654,Agujero Negro Aniquilador,black-hole-eclipse--physical,dark,physical,,,1,0,,0,2026-03-08 04:32:21.190026+00,El usuario emplea el Poder Z para generar un agujero negro que absorbe al objetivo. Su potencia depende de la del movimiento original.
655,Agujero Negro Aniquilador,black-hole-eclipse--special,dark,special,,,1,0,,0,2026-03-08 04:32:21.15134+00,Dummy data
656,Arrumaco Sideral,twinkle-tackle--physical,fairy,physical,,,1,0,,0,2026-03-08 04:32:21.193075+00,El usuario emplea el Poder Z para crear una dimensión fascinante que deja al rival a su merced. Su potencia depende de la del movimiento original.
657,Arrumaco Sideral,twinkle-tackle--special,fairy,special,,,1,0,,0,2026-03-08 04:32:21.191842+00,Dummy data
658,Pikavoltio Letal,catastropika,electric,physical,210,,1,0,,0,2026-03-08 04:32:21.202593+00,Pikachu emplea el Poder Z para acumular una gran cantidad de electricidad en su cuerpo y arremeter contra el objetivo.
659,Recogearena,shore-up,ground,status,,,5,0,,0,2026-03-06 14:11:02.743247+00,"Restaura la mitad de los PS máximos del usuario. Durante las tormentas de arena, restaura aún más PS."
660,Escaramuza,first-impression,bug,physical,90,100,10,2,,0,2026-03-06 14:11:00.975267+00,Movimiento de gran potencia que solo puede usarse en el turno en que el usuario sale al combate.
661,Búnker,baneful-bunker,poison,status,,,10,4,,0,2026-03-06 14:09:27.895761+00,"Protege de los ataques y, al mismo tiempo, envenena al Pokémon que use un movimiento de contacto contra el usuario."
662,Puntada Sombría,spirit-shackle,ghost,physical,80,100,10,0,,0,2026-03-08 04:32:22.513348+00,"Ataca al oponente y, al mismo tiempo, fija su sombra al terreno, impidiendo su huida."
663,Lariat Oscuro,darkest-lariat,dark,physical,85,100,10,0,,0,2026-03-06 14:07:53.868773+00,Gira sobre sí mismo y golpea al oponente con ambos brazos. Ignora los cambios en las características del objetivo.
664,Aria Burbuja,sparkling-aria,water,special,90,100,10,0,,0,2026-03-06 14:08:10.020979+00,Libera burbujas al cantar. Este movimiento cura las quemaduras de los Pokémon que reciban daño.
665,Martillo Hielo,ice-hammer,ice,physical,100,90,10,0,,0,2026-03-06 14:08:48.525266+00,"Un terrible puño golpea al contrincante, pero la Velocidad del usuario se ve reducida."
666,Cura Floral,floral-healing,fairy,status,,,10,0,,0,2026-03-06 14:10:41.600841+00,Restaura la mitad de los PS máximos del objetivo. Es más efectivo cuando se usa en conjunción con Campo de Hierba.
667,Fuerza Equina,high-horsepower,ground,physical,95,95,10,0,,0,2026-03-06 13:27:10.461006+00,Asesta un golpe devastador usando todo su cuerpo.
668,Absorbefuerza,strength-sap,grass,status,,100,10,0,,0,2026-03-06 14:09:57.542277+00,"Restaura una cantidad de PS equivalente al valor de Ataque del rival, que además verá reducida esta característica."
